pre,post,n
864691135409940425,864691135119630813,1
864691135447487378,864691135123180583,1
864691135360916807,864691135123330855,1
864691135374922569,864691135122799399,1
864691136580040468,864691135122731815,1
864691135724769451,864691135119991261,1
864691136287423171,864691135119891165,1
864691135492357471,864691135123342887,7
864691135645303791,864691135114582681,2
864691136106571225,864691135124401191,2
864691135720387121,864691135119866845,7
864691135811646924,864691135124401191,1
864691135994306979,864691135123335463,1
864691135619298191,864691135118847197,1
864691136579358228,864691135114679705,1
864691135082420215,864691135132937888,2
864691135404351214,864691135122318119,1
864691135577907486,864691135123358503,1
864691136990374037,864691135118527709,1
864691136618441691,864691135118527709,1
864691135683957943,864691135114175129,1
864691135865547909,864691135123951655,1
864691135362019143,864691135114679705,3
864691135693710271,864691135122330407,1
864691135490607463,864691135123358503,1
864691136621082253,864691135122836263,1
864691136621099149,864691135123726119,1
864691135272218021,864691135123358503,1
864691136813807475,864691135114628505,3
864691135577788933,864691135118565085,1
864691136274470590,864691135124213543,1
864691134885584122,864691135118197725,1
864691135519177610,864691135123508775,1
864691136134417291,864691135119866845,1
864691136968656078,864691135119630813,2
864691135387535957,864691135124401191,1
864691135213134208,864691135123726119,1
864691135725779883,864691135132769696,1
864691136373149064,864691135118847197,17
864691135356765903,864691135123029287,1
864691135576145438,864691135123342119,5
864691135948462433,864691135118722269,1
864691135615096011,864691135122318119,1
864691135357078479,864691135119099869,2
864691135954603043,864691135118847197,1
864691136108584921,864691135122836263,3
864691135274532581,864691135115424665,1
864691136238939196,864691135119099869,1
864691136288727747,864691135123951655,2
864691135570320620,864691135123508775,1
864691136451879423,864691135118571997,1
864691135405254126,864691135118527709,1
864691135561060833,864691135114175129,1
864691136451982335,864691135118565085,2
864691135387529301,864691135124401191,3
864691136124603174,864691135123342887,1
864691135584787320,864691135118704093,5
864691135409962953,864691135119891165,2
864691134918413066,864691135118491357,1
864691136135351947,864691135115122585,1
864691135577793054,864691135115424665,3
864691135272285093,864691135117818077,1
864691135761521462,864691135119866845,1
864691136968656078,864691135122731815,1
864691135990277376,864691135122836263,1
864691136312850237,864691135118629597,3
864691135511502032,864691135119924189,1
864691136992500117,864691135115122585,2
864691137055290998,864691135119099869,1
864691135809170717,864691135114679705,1
864691135614429387,864691135115233945,1
864691136210344892,864691135132671904,3
864691135133039008,864691135123726119,1
864691137055405174,864691135119891165,2
864691135013909398,864691135114175129,1
864691135641196091,864691135119630813,1
864691136906067890,864691135132667552,1
864691135348698071,864691135118186461,1
864691136389607287,864691135123029287,1
864691135927353044,864691135123951655,1
864691136005575626,864691135118197725,1
864691136005575626,864691135118704093,2
864691136102450037,864691135122942503,1
864691135496343696,864691135119891165,1
864691136923710692,864691135118741725,1
864691135155539300,864691135118186461,1
864691135013909398,864691135118831325,5
864691135994551233,864691135119630813,4
864691136328912618,864691135122942503,1
864691135994551233,864691135119924189,1
864691136314078013,864691135119991261,1
864691136227934801,864691135123275303,1
864691136123698982,864691135123162407,1
864691135346162079,864691135132671904,1
864691135123285031,864691135123285031,3
864691135135815193,864691135123162407,1
864691136390675216,864691135119924189,7
864691135235527513,864691135119991261,8
864691136010803628,864691135114628505,3
864691135858491438,864691135124213543,3
864691136100585589,864691135132937120,2
864691135477530176,864691135123951655,1
864691136922740452,864691135132937120,1
864691136238179599,864691135122731815,2
864691136419694999,864691135118831325,1
864691135571806189,864691135123029287,1
864691135616576715,864691135122836263,1
864691136051626739,864691135123335463,1
864691135369668089,864691135124401191,2
864691136331448810,864691135124690471,9
864691136024968505,864691135124538151,3
864691136619729371,864691135122942503,4
864691135565580055,864691135122799399,3
864691135995275946,864691135124690471,1
864691135067476548,864691135123162407,9
864691135304027815,864691135123342887,1
864691135848671582,864691135122769191,5
864691135519783562,864691135123162407,5
864691136673560455,864691135118456797,1
864691136521573265,864691135123342887,1
864691135065003332,864691135119866845,1
864691136065821592,864691135123330855,1
864691134989909114,864691135123162407,4
864691135511621385,864691135118527709,5
864691135294151948,864691135132671904,1
864691136195891788,864691135124690471,1
864691135732715961,864691135118831325,2
864691135396342517,864691135117818077,2
864691136309643354,864691135118458845,1
864691135847931998,864691135123342119,1
864691135134565280,864691135118847197,8
864691135976343754,864691135118749405,1
864691136424737583,864691135115225753,4
864691135339401702,864691135119866845,1
864691136664127454,864691135124690471,6
864691135969715813,864691135118756573,1
864691135778271405,864691135118456797,1
864691135939776309,864691135115424665,8
864691135304165799,864691135122731815,1
864691135356861903,864691135123342119,1
864691136273908158,864691135132671904,13
864691136742921308,864691135118831325,10
864691135940608422,864691135124690471,1
864691135060968091,864691135122942503,4
864691135374180808,864691135123188007,1
864691135843118051,864691135118565085,1
864691134886280698,864691135123045927,1
864691135992800193,864691135124209447,1
864691135215320376,864691135115424665,7
864691136032703931,864691135115225753,1
864691135849720670,864691135132671904,1
864691136923752420,864691135123233831,1
864691135874391694,864691135123508775,1
864691135586392440,864691135118831325,2
864691135586392440,864691135124690471,1
864691135584335090,864691135123162407,4
864691136619750619,864691135114679705,2
864691136522939793,864691135114911385,2
864691136989941653,864691135123726119,1
864691135698740757,864691135118458845,1
864691135386919809,864691135122836263,2
864691135853281223,864691135119991261,14
864691136021895416,864691135118571997,1
864691135858273326,864691135115122585,1
864691135361216088,864691135122731815,3
864691136595806114,864691135124209447,1
864691135737501844,864691135118186461,1
864691136026234169,864691135118847197,1
864691136814508659,864691135124690471,2
864691136925565258,864691135123029287,1
864691136389279095,864691135118899421,1
864691135119099869,864691135119099869,14
864691135715988762,864691135123342887,1
864691135499967251,864691135123285031,1
864691135586392440,864691135124401191,1
864691136287461827,864691135119866845,2
864691136288879811,864691135122942503,1
864691136578693396,864691135123285031,1
864691135163364653,864691135123162407,1
864691135853281223,864691135118847197,2
864691136026380601,864691135123162407,4
864691136034412219,864691135119630813,1
864691136819672942,864691135114628505,1
864691136363498978,864691135118847197,1
864691136418625175,864691135119891165,1
864691136013633187,864691135119630813,1
864691136310917466,864691135123188007,2
864691135503501749,864691135118631389,4
864691134939991651,864691135122799399,1
864691135339631590,864691135123508775,2
864691135576171294,864691135118722269,1
864691137199761729,864691135122318119,1
864691135742189460,864691135114679705,1
864691135545235752,864691135114911385,1
864691135591245067,864691135114911385,1
864691135295191564,864691135119270109,1
864691135841054947,864691135114911385,2
864691135465932357,864691135119630813,2
864691136521582737,864691135118756573,2
864691135994470337,864691135123358503,1
864691135853281223,864691135114679705,2
864691136445557123,864691135114679705,2
864691136143358516,864691135122836263,1
864691136021287160,864691135123276583,2
864691135209331321,864691135114458521,1
864691136865775470,864691135118565085,1
864691136906636910,864691135118527709,1
864691135952885027,864691135123276583,1
864691135646292719,864691135114911385,1
864691135948418596,864691135115122585,1
864691135184279042,864691135122318119,1
864691135720572977,864691135115424665,4
864691135456054212,864691135122769191,1
864691135689734624,864691135132937888,1
864691135233553753,864691135118847197,1
864691135065990468,864691135115122585,1
864691136137349515,864691135124690471,1
864691135860031080,864691135119891165,2
864691135655013826,864691135123072295,2
864691136334844083,864691135118756573,1
864691135942066342,864691135118831325,8
864691136313833021,864691135114175129,1
864691135135163552,864691135119991261,7
864691136619745755,864691135118831325,2
864691136314178365,864691135119630813,3
864691136390289936,864691135118706909,1
864691135987377923,864691135115233945,1
864691135520154250,864691135124538151,6
864691136195284556,864691135124538151,16
864691135772684363,864691135119866845,1
864691136012942499,864691135115225753,1
864691136239917884,864691135114679705,4
864691135342226353,864691135124401191,1
864691135346175391,864691135122836263,1
864691135163372333,864691135123045927,10
864691136208995772,864691135118458845,1
864691135492309599,864691135118720221,1
864691136298115099,864691135118571997,1
864691135760037565,864691135122799399,1
864691135740429972,864691135123508775,1
864691136380941525,864691135114679705,1
864691135743185771,864691135123358503,1
864691135697410325,864691135114175129,5
864691136229424977,864691135132769696,2
864691135408137673,864691135114679705,2
864691135717170714,864691135123726119,1
864691135731889337,864691135122942503,2
864691136091718711,864691135119866845,16
864691136311098970,864691135119630813,1
864691136965841870,864691135122836263,2
864691135583352941,864691135119866845,3
